z,y,x,tomo_id,dataset_id
60.0,459.29449931794034,308.9343992688858,mba2010-08-27-8,10222
53.0,60.41291951845512,345.4807525366791,mba2010-08-27-9,10222
72.0,253.4911479009017,452.6548812012469,mba2010-08-29-2,10221
64.0,133.5337447684273,441.17570386799576,mba2010-08-29-3,10221
50.0,145.586880968341,414.1996371348556,mba2010-08-29-4,10221
80.0,266.69220183414046,16.44614253770368,mba2010-08-29-5,10221
39.0,270.7099139007784,495.70179620093865,mba2010-08-29-5,10221
63.0,283.2778356187635,262.08648755601774,mba2010-08-30-10,10216
60.0,270.10483954605604,280.4141342658716,mba2010-08-30-3,10216
64.0,260.9410161911291,158.99347481308985,mba2010-08-30-4,10216
64.0,268.95936162669017,229.4403668540906,mba2010-08-30-5,10216
63.0,270.677578505739,221.99476037821245,mba2010-08-30-6,10216
64.0,266.6684057879585,160.13895273245572,mba2010-08-30-7,10216
60.0,200.23068646473823,321.07860040335976,mba2010-08-30-7,10216
64.0,264.95018890890964,240.3224070880663,mba2010-08-30-8,10216
66.0,257.50458243303154,223.14023829757832,mba2010-08-30-9,10216
66.0,179.45227772451253,55.53178997053904,mba2010-09-09-1,10220
70.0,169.6931533681684,205.8525685363474,mba2010-09-09-2,10220
79.0,57.58897372357711,452.9449046415551,mba2010-09-09-3,10220
69.0,471.595851310352,45.370676690727805,mba2010-09-09-3,10220
72.0,413.625671699755,27.92531987095481,mba2010-09-09-4,10220
74.0,101.39204823532414,465.2819762678232,mba2010-09-09-4,10220
73.0,62.93680416893284,31.943031937592707,mba2010-09-09-5,10220
74.0,350.4887501872282,474.80376390466233,mba2010-09-09-5,10220
68.0,161.6577292348926,72.12015260397169,mba2010-09-09-6,10220
66.0,64.08472190225794,196.095267803084,mba2010-09-09-7,10220
74.0,99.86338557079551,244.53133487927929,mba2011-02-03-1,10231
92.0,133.65876558647642,302.6356724500991,mba2011-02-03-1,10231
75.0,361.3329046394848,362.51871423227055,mba2011-02-03-1,10231
47.0,275.95510249460665,195.3205183652176,mba2011-02-03-4,10231
51.0,255.79645476595485,441.374600935526,mba2011-02-16-100,10218
63.0,234.4520042297353,280.6983205100957,mba2011-02-16-101,10218
61.0,273.5834968794711,310.93629210307336,mba2011-02-16-102,10218
62.0,272.99059547568726,252.2390531284697,mba2011-02-16-103,10218
55.0,245.71713090162896,262.31837699279555,mba2011-02-16-104,10218
59.0,280.69831372487766,236.230715226305,mba2011-02-16-105,10218
66.0,258.1680603810904,117.65043446952984,mba2011-02-16-106,10218
62.0,302.63566566488106,268.24739103063433,mba2011-02-16-107,10218
42.0,267.0615814378485,137.21618079439776,mba2011-02-16-108,10218
52.0,230.30169440324812,234.45201101495337,mba2011-02-16-10,10218
71.0,269.433187052984,256.9822643587407,mba2011-02-16-110,10218
56.0,238.00941265243856,261.1325741852278,mba2011-02-16-111,10218
68.0,253.4248491508193,300.2640668349636,mba2011-02-16-112,10218
63.0,293.7421446081229,266.4686868192827,mba2011-02-16-113,10218
65.0,256.38935616973873,277.7338134911763,mba2011-02-16-114,10218
70.0,291.3705389929874,269.43319383820204,mba2011-02-16-115,10218
68.0,287.81313057028416,269.43319383820204,mba2011-02-16-116,10218
44.0,291.3705389929874,278.9196162987441,mba2011-02-16-117,10218
66.0,226.15138457676105,275.9551092798247,mba2011-02-16-11,10218
65.0,230.30169440324812,245.1242362830632,mba2011-02-16-120,10218
62.0,242.7526238827096,256.9822643587407,mba2011-02-16-121,10218
42.0,200.0637228102705,224.37268715062748,mba2011-02-16-122,10218
62.0,268.24738424541624,264.0970812041472,mba2011-02-16-123,10218
65.0,236.8236098448708,271.8047994533376,mba2011-02-16-124,10218
59.0,254.61065195838708,264.0970812041472,mba2011-02-16-127,10218
38.0,266.4686800340646,130.69426535277512,mba2011-02-16-128,10218
64.0,258.1680603810904,244.53133487927929,mba2011-02-16-129,10218
60.0,230.30169440324812,243.3455320717116,mba2011-02-16-12,10218
56.0,167.45414560215735,159.15353273440115,mba2011-02-16-130,10218
55.0,261.7254688037936,262.31837699279555,mba2011-02-16-131,10218
65.0,237.41651124865467,261.7254755890117,mba2011-02-16-132,10218
59.0,261.13256740000975,255.7964615511729,mba2011-02-16-133,10218
61.0,229.1158915956804,267.06158822306656,mba2011-02-16-134,10218
47.0,372.0051299075945,179.31218046305293,mba2011-02-16-135,10218
64.0,130.10135716377317,344.73167211875426,mba2011-02-16-135,10218
65.0,263.5041730151452,238.00941943765665,mba2011-02-16-136,10218
62.0,274.176398283255,304.4143766614507,mba2011-02-16-138,10218
60.0,242.7526238827096,258.16806716630845,mba2011-02-16-139,10218
63.0,265.28287722649685,274.17640506847306,mba2011-02-16-13,10218
62.0,265.28287722649685,275.3622078760408,mba2011-02-16-140,10218
66.0,249.8674407281161,259.35386997387616,mba2011-02-16-141,10218
61.0,238.60231405622244,227.33719416954688,mba2011-02-16-142,10218
57.0,265.28287722649685,252.2390531284697,mba2011-02-16-143,10218
55.0,263.5041730151452,233.2662082073857,mba2011-02-16-144,10218
48.0,443.74619976544346,283.6628275290151,mba2011-02-16-145,10218
51.0,101.64208978214714,208.36434924846287,mba2011-02-16-145,10218
62.0,263.5041730151452,227.33719416954688,mba2011-02-16-146,10218
51.0,264.09707441892914,249.86744751333416,mba2011-02-16-147,10218
54.0,264.689975822713,254.6106587436052,mba2011-02-16-148,10218
64.0,230.8945958070321,272.39770085712144,mba2011-02-16-149,10218
58.0,291.96344039677126,157.37482852304953,mba2011-02-16-14,10218
62.0,255.79645476595485,230.89460259225007,mba2011-02-16-150,10218
62.0,254.01775055460325,239.1952222452244,mba2011-02-16-151,10218
60.0,256.38935616973873,256.9822643587407,mba2011-02-16-152,10218
55.0,370.22642569624287,286.03442409719315,mba2011-02-16-153,10218
63.0,233.2662014221676,92.74856646364964,mba2011-02-16-153,10218
51.0,239.19521546000632,260.5396727814439,mba2011-02-16-154,10218
33.0,246.3100323054128,262.9112783965794,mba2011-02-16-155,10218
54.0,248.08873651676444,242.75263066792763,mba2011-02-16-156,10218
60.0,268.24738424541624,246.31003909063088,mba2011-02-16-157,10218
60.0,267.6544828416324,251.6461517246858,mba2011-02-16-158,10218
57.0,283.06991934001314,259.94677137766007,mba2011-02-16-159,10218
56.0,96.30597714809224,138.40198360196553,mba2011-02-16-15,10218
50.0,268.8402856492001,426.5520658409291,mba2011-02-16-15,10218
60.0,150.85290629620883,159.15353273440115,mba2011-02-16-160,10218
51.0,405.80050992327546,305.6001794690185,mba2011-02-16-160,10218
54.0,176.94056806269936,84.44795585763282,mba2011-02-16-161,10218
62.0,266.4686800340646,236.230715226305,mba2011-02-16-162,10218
43.0,255.2035533621709,104.60660358628456,mba2011-02-16-164,10218
55.0,235.63780703730305,291.37054577820544,mba2011-02-16-166,10218
63.0,242.7526238827096,268.8402924344182,mba2011-02-16-167,10218
60.0,248.6816379205483,257.57516576252453,mba2011-02-16-16,10218
62.0,242.1597224789257,243.3455320717116,mba2011-02-16-170,10218
61.0,185.8340891194575,86.22666006898444,mba2011-02-16-171,10218
50.0,296.7066516270423,404.0218124971418,mba2011-02-16-171,10218
47.0,404.02180571192383,454.4184318187713,mba2011-02-16-172,10218
43.0,144.92389225837007,441.96750233930993,mba2011-02-16-172,10218
52.0,233.2662014221676,274.7693064722569,mba2011-02-16-173,10218
64.0,276.5480038983905,234.45201101495337,mba2011-02-16-174,10218
67.0,245.12422949784505,288.4060387592861,mba2011-02-16-175,10218
59.0,279.5125109173099,280.10541910631184,mba2011-02-16-176,10218
57.0,247.4958351129806,261.1325741852278,mba2011-02-16-177,10218
62.0,243.9384266902773,252.2390531284697,mba2011-02-16-178,10218
62.0,250.4603421319,258.7609685700923,mba2011-02-16-179,10218
68.0,247.4958351129806,254.6106587436052,mba2011-02-16-17,10218
46.0,158.5606245453992,54.80288566843902,mba2011-02-16-18,10218
70.0,259.3538631886581,245.71713768684705,mba2011-02-16-19,10218
66.0,74.36862520808886,248.0887433019825,mba2011-02-16-1,10218
46.0,411.1366225573303,234.45201101495337,mba2011-02-16-1,10218
65.0,216.0720607124352,265.8757854154988,mba2011-02-16-20,10218
60.0,251.6461449394677,249.27454610955027,mba2011-02-16-21,10218
54.0,329.31622883515547,331.68784123550904,mba2011-02-16-22,10218
54.0,102.82789258971488,181.6837860781885,mba2011-02-16-22,10218
59.0,254.61065195838708,261.1325741852278,mba2011-02-16-23,10218
58.0,229.1158915956804,251.6461517246858,mba2011-02-16-25,10218
59.0,259.946764592442,273.5835036646892,mba2011-02-16-26,10218
63.0,273.5834968794711,271.8047994533376,mba2011-02-16-27,10218
59.0,416.4727351913852,136.6232793906139,mba2011-02-16-28,10218
68.0,130.10135716377317,404.6147139009257,mba2011-02-16-28,10218
65.0,245.71713090162896,252.2390531284697,mba2011-02-16-29,10218
66.0,229.1158915956804,229.1158983808985,mba2011-02-16-30,10218
66.0,238.00941265243856,281.29122191387955,mba2011-02-16-31,10218
75.0,265.28287722649685,240.38102505279213,mba2011-02-16-32,10218
56.0,268.24738424541624,246.31003909063088,mba2011-02-16-33,10218
54.0,216.0720607124352,348.8819819452414,mba2011-02-16-34,10218
57.0,236.8236098448708,256.3893629549568,mba2011-02-16-35,10218
70.0,239.78811686379012,233.85910961116952,mba2011-02-16-37,10218
62.0,252.83194774703543,274.7693064722569,mba2011-02-16-38,10218
63.0,243.34552528649343,256.3893629549568,mba2011-02-16-3,10218
59.0,343.54586252596846,105.19950499006848,mba2011-02-16-40,10218
55.0,217.2578635200029,452.04682620363576,mba2011-02-16-40,10218
65.0,237.41651124865467,260.5396727814439,mba2011-02-16-41,10218
44.0,89.78406170646963,73.18282918573917,mba2011-02-16-42,10218
26.0,444.9320025730112,174.5689692327819,mba2011-02-16-42,10218
62.0,254.61065195838708,271.21189804955367,mba2011-02-16-43,10218
58.0,245.71713090162896,256.3893629549568,mba2011-02-16-44,10218
48.0,195.3205115799995,239.7881236490083,mba2011-02-16-45,10218
64.0,249.2745393243322,238.00941943765665,mba2011-02-16-46,10218
58.0,258.1680603810904,354.81099598308015,mba2011-02-16-47,10218
63.0,235.63780703730305,251.6461517246858,mba2011-02-16-48,10218
66.0,242.1597224789257,272.9906022609053,mba2011-02-16-4,10218
53.0,258.76096178487427,254.0177573398213,mba2011-02-16-50,10218
63.0,242.1597224789257,252.83195453225352,mba2011-02-16-51,10218
59.0,249.8674407281161,251.6461517246858,mba2011-02-16-52,10218
54.0,283.66282074379706,275.3622078760408,mba2011-02-16-53,10218
59.0,267.0615814378485,236.8236166300889,mba2011-02-16-54,10218
46.0,248.6816379205483,264.68998260793103,mba2011-02-16-55,10218
68.0,213.10755369351577,261.1325741852278,mba2011-02-16-56,10218
63.0,233.2662014221676,234.45201101495337,mba2011-02-16-57,10218
61.0,249.8674407281161,246.31003909063088,mba2011-02-16-58,10218
54.0,264.689975822713,263.5041798003633,mba2011-02-16-60,10218
64.0,279.5125109173099,243.9384334754954,mba2011-02-16-61,10218
67.0,240.97391967135795,246.9029404944148,mba2011-02-16-62,10218
69.0,277.7338067059583,287.8131373555022,mba2011-02-16-63,10218
56.0,267.0615814378485,267.06158822306656,mba2011-02-16-64,10218
66.0,261.13256740000975,267.6544896268504,mba2011-02-16-65,10218
74.0,286.6273277627164,252.83195453225352,mba2011-02-16-66,10218
60.0,286.03442635893254,279.512517702528,mba2011-02-16-67,10218
60.0,255.2035533621709,345.3245735225382,mba2011-02-16-68,10218
63.0,234.4520042297353,264.68998260793103,mba2011-02-16-69,10218
49.0,398.09279167408505,124.17234991115248,mba2011-02-16-6,10218
59.0,265.8757786302808,260.5396727814439,mba2011-02-16-71,10218
57.0,235.63780703730305,274.17640506847306,mba2011-02-16-72,10218
64.0,312.1220881254231,255.7964615511729,mba2011-02-16-74,10218
47.0,69.62541397781784,106.9782092014201,mba2011-02-16-75,10218
53.0,259.3538631886581,229.7087997846824,mba2011-02-16-77,10218
43.0,305.60017268380045,88.00536428033607,mba2011-02-16-79,10218
44.0,106.38530101241815,358.9613058095673,mba2011-02-16-79,10218
67.0,295.52084881947457,223.18688434305977,mba2011-02-16-7,10218
67.0,229.7087929994643,254.0177573398213,mba2011-02-16-80,10218
48.0,259.946764592442,65.47511093654879,mba2011-02-16-81,10218
58.0,270.02608845676787,278.9196162987441,mba2011-02-16-82,10218
64.0,256.38935616973873,233.85910961116952,mba2011-02-16-83,10218
64.0,232.0803986145998,261.7254755890117,mba2011-02-16-85,10218
63.0,254.01775055460325,306.78598227658625,mba2011-02-16-86,10218
69.0,248.6816379205483,267.06158822306656,mba2011-02-16-88,10218
61.0,240.97391967135795,262.31837699279555,mba2011-02-16-89,10218
71.0,272.3976940719034,274.17640506847306,mba2011-02-16-8,10218
60.0,273.5834968794711,265.8757854154988,mba2011-02-16-90,10218
61.0,238.60231405622244,282.4770247214473,mba2011-02-16-91,10218
55.0,402.83600290435606,381.4915591533546,mba2011-02-16-92,10218
53.0,264.09707441892914,248.0887433019825,mba2011-02-16-93,10218
62.0,244.5313280940612,299.07826402739585,mba2011-02-16-94,10218
63.0,288.406031974068,278.9196162987441,mba2011-02-16-95,10218
54.0,272.99059547568726,270.026095241986,mba2011-02-16-96,10218
22.0,199.47082140648664,150.8529130814269,mba2011-02-16-97,10218
42.0,286.6273277627164,353.62519317551244,mba2011-02-16-97,10218
56.0,353.0322849865105,343.5458693111865,mba2011-02-16-98,10218
49.0,114.09301926160856,172.19736361764643,mba2011-02-16-98,10218
64.0,249.8674407281161,264.68998260793103,mba2011-02-16-99,10218
61.0,251.05324353568383,274.7693064722569,mba2011-02-16-9,10218
55.0,421.80884782544007,261.7254755890117,mba2011-03-02-10,10239
57.0,344.7318351804463,269.97676383161667,mba2011-03-02-12,10239
33.0,232.67330001838369,248.6816447057664,mba2011-03-02-1,10239
83.0,261.13256740000975,157.9677299268334,mba2011-03-02-2,10239
112.0,370.8193271000268,328.72333421658965,mba2011-03-02-2,10239
78.0,332.28073585407486,379.712854942003,mba2011-03-02-3,10239
76.0,282.81286861856654,412.2300903403947,mba2011-03-02-4,10239
30.0,192.39459757903563,269.86940827815465,mba2011-03-02-4,10239
48.0,256.9822575735226,252.2390531284697,mba2011-03-02-5,10239
73.0,381.4915523681365,277.7338134911763,mba2011-03-02-7,10239
92.0,319.82980637461344,203.62113801819183,mba2011-03-02-7,10239
70.0,399.8714958854367,339.3955594846994,mba2011-03-02-8,10239
42.0,186.42699052324136,120.61494148844923,mba2011-03-24-10,10237
95.0,150.26000489242494,159.15353273440115,mba2011-03-24-11,10237
67.0,195.9134129837834,120.02204008466538,mba2011-03-24-12,10237
48.0,175.40059778531145,96.46506058034949,mba2011-03-24-13,10237
63.0,138.8112936478816,41.65633101805453,mba2011-03-24-14,10237
29.0,275.36220109082274,210.73595486359835,mba2011-03-24-17,10237
93.0,380.8986509643527,106.38530779763624,mba2011-03-24-17,10237
62.0,364.29741165840414,64.28930812898105,mba2011-03-24-18,10237
74.0,259.3538631886581,267.06158822306656,mba2011-03-24-18,10237
64.0,155.00321612269596,113.50012464304274,mba2011-03-24-19,10237
76.0,377.3412425416494,88.00536428033607,mba2011-03-24-1,10237
75.0,361.9258060432686,195.91341976900145,mba2011-03-24-20,10237
38.0,420.31091773439687,167.67415405619667,mba2011-03-24-20,10237
25.0,400.6632834551001,186.464537797396,mba2011-03-24-20,10237
52.0,252.05027414012653,218.68807056148412,mba2011-03-24-20,10237
66.0,216.66496211621904,47.09516741924864,mba2011-03-24-21,10237
41.0,340.5813555070491,91.56277270303931,mba2011-03-24-2,10237
87.0,293.14924320433903,382.0844605571384,mba2011-03-24-2,10237
75.0,438.4100871313886,191.17020853873044,mba2011-03-24-3,10237
45.0,354.8109891978621,380.8986577495707,mba2011-03-24-5,10237
58.0,145.9467086239145,119.6028299842216,mba2011-03-24-6,10237
71.0,289.5918347816358,89.78406849168769,mba2011-03-24-7,10237
78.0,354.8109891978621,124.17234991115248,mba2011-03-24-8,10237
113.0,331.6878321885515,112.31431278851755,mba2011-03-24-9,10237
81.0,315.0865951443424,184.055391693324,mba2011-03-25-1,10238
32.0,259.45796439283373,18.54140997082669,mba2011-03-25-1,10238
74.0,194.7120219968464,177.78366130564427,mba2011-03-25-2,10238
86.0,196.029074677978,123.79182066656644,mba2011-03-25-3,10238
98.0,228.3002828860417,308.1308617311932,mba2011-03-25-4,10238
103.0,316.65912972566593,154.34045045993977,mba2011-03-25-4,10238
47.0,346.08009341711283,323.3215744027884,mba2011-03-25-4,10238
20.0,237.23259876991003,302.2543173742976,mba2011-03-25-4,10238
79.0,128.84095708527644,275.3319929871442,mba2011-03-25-5,10238
63.0,344.7316653335362,130.69426535277512,mba2011-03-25-6,10238
106.0,195.9282893031232,354.7216962553823,mba2011-03-25-6,10238
123.0,325.06040426438926,284.6673577514304,mba2011-03-25-6,10238
27.0,374.6658199591459,251.30190869615973,mba2011-03-25-7,10238
57.0,313.0524176450026,179.1882485772034,mba2011-03-25-8,10238
60.0,309.5712671905869,296.9144275811115,mba2011-03-25-8,10238
65.0,259.4101100733602,130.32409037328057,mba2011-03-25-8,10238
80.0,251.55940994655944,364.773966004675,mba2011-03-25-8,10238
102.0,288.21826726814913,300.0571176950107,mba2011-03-25-8,10238
53.0,329.8657124183811,331.1122734486134,mba2011-03-25-9,10238
50.0,298.4188518391916,219.0924160108308,mba2011-03-25-9,10238
64.0,271.21189126433563,224.9655885544114,mba2011-04-12-10,10219
55.0,178.71927227405098,347.69617913767365,mba2011-04-12-11,10219
75.0,251.05324353568383,160.93223694575278,mba2011-04-12-11,10219
64.0,253.4248491508193,274.17640506847306,mba2011-04-12-12,10219
58.0,250.4603421319,234.45201101495337,mba2011-04-12-13,10219
63.0,271.21189126433563,287.22023595171834,mba2011-04-12-14,10219
78.0,256.9822575735226,262.31837699279555,mba2011-04-12-15,10219
48.0,245.12422949784505,268.24739103063433,mba2011-04-12-16,10219
63.0,313.9007923367747,249.86744751333416,mba2011-04-12-17,10219
63.0,300.2640600497455,193.541814153866,mba2011-04-12-18,10219
81.0,249.8674407281161,271.21189804955367,mba2011-04-12-19,10219
65.0,279.5125109173099,234.45201101495337,mba2011-04-12-1,10219
72.0,318.6440035670457,249.86744751333416,mba2011-04-12-20,10219
75.0,224.37268036540945,278.3267148949602,mba2011-04-12-21,10219
74.0,287.2202291665003,193.541814153866,mba2011-04-12-22,10219
70.0,332.8736372578587,230.89460259225007,mba2011-04-12-23,10219
65.0,272.99059547568726,326.944630005238,mba2011-04-12-24,10219
61.0,323.9801162011006,260.5396727814439,mba2011-04-12-25,10219
53.0,321.0156091821812,236.230715226305,mba2011-04-12-26,10219
61.0,275.95510249460665,199.4708281917047,mba2011-04-12-27,10219
60.0,276.5480038983905,205.9927436333273,mba2011-04-12-28,10219
81.0,225.5584831729772,285.4415317403667,mba2011-04-12-29,10219
64.0,245.71713090162896,255.7964615511729,mba2011-04-12-2,10219
70.0,412.915326768682,213.7004618825177,mba2011-04-12-30,10219
61.0,168.0470470059412,326.3517286014541,mba2011-04-12-30,10219
62.0,358.36839762056536,240.38102505279213,mba2011-04-12-31,10219
50.0,344.1387639297524,354.81099598308015,mba2011-04-12-32,10219
74.0,160.93223016053471,137.21618079439776,mba2011-04-12-32,10219
66.0,309.1575811065037,200.0637295954886,mba2011-04-12-33,10219
67.0,306.78597549136816,219.62947592035647,mba2011-04-12-34,10219
63.0,258.1680603810904,219.0365745165726,mba2011-04-12-35,10219
63.0,257.5751589773065,241.56682786035992,mba2011-04-12-3,10219
53.0,262.3183702075775,265.8757854154988,mba2011-04-12-4,10219
63.0,244.5313280940612,189.3915043273788,mba2011-04-12-5,10219
47.0,211.3288494821641,230.30170118846627,mba2011-04-12-6,10219
61.0,156.78192033404758,324.5730243901025,mba2011-04-12-7,10219
58.0,369.0406228886752,157.9677299268334,mba2011-04-12-7,10219
66.0,187.61279333080915,179.90508186683684,mba2011-04-12-8,10219
67.0,265.8757786302808,276.5480106836086,mba2011-04-12-9,10219
74.0,151.07167023178755,207.8898892476282,mba2011-04-21-1,10228
100.0,153.95148132295068,207.4328468193967,mba2011-04-21-1,10228
67.0,252.83194774703543,251.0532503209019,mba2011-04-22-10,10215
65.0,248.6816379205483,282.4770247214473,mba2011-04-22-11,10215
65.0,266.4686800340646,261.1325741852278,mba2011-04-22-12,10215
66.0,273.5834968794711,246.9029404944148,mba2011-04-22-13,10215
64.0,278.91960951352604,252.83195453225352,mba2011-04-22-14,10215
63.0,240.3810182675741,267.06158822306656,mba2011-04-22-15,10215
64.0,58.95318870970809,218.4436731127888,mba2011-04-22-16,10215
64.0,267.0615814378485,269.43319383820204,mba2011-04-22-17,10215
63.0,243.34552528649343,227.9300955733308,mba2011-04-22-18,10215
52.0,283.662820743797,242.75263066792763,mba2011-04-22-19,10215
60.0,241.5668210751418,263.5041798003633,mba2011-04-22-1,10215
63.0,273.5834968794711,251.6461517246858,mba2011-04-22-20,10215
62.0,279.5125109173099,249.86744751333416,mba2011-04-22-21,10215
66.0,237.41651124865467,245.1242362830632,mba2011-04-22-22,10215
57.0,265.28287722649685,253.42485593603743,mba2011-04-22-23,10215
65.0,281.8841165324454,254.6106587436052,mba2011-04-22-24,10215
67.0,256.9822575735226,226.1513913619791,mba2011-04-22-2,10215
70.0,219.4254645986352,124.53686385554666,mba2011-04-22-3,10215
65.0,248.6816379205483,270.026095241986,mba2011-04-22-4,10215
59.0,267.0615814378485,253.42485593603743,mba2011-04-22-5,10215
67.0,242.7526238827096,249.27454610955027,mba2011-04-22-6,10215
65.0,272.99059547568726,244.53133487927929,mba2011-04-22-7,10215
65.0,278.3267081097421,258.7609685700923,mba2011-04-22-8,10215
67.0,255.2035533621709,291.37054577820544,mba2011-04-22-9,10215
72.0,295.878092731788,209.39450326518795,mba2011-07-15-10,10201
69.0,252.3499317958851,192.2123344747,mba2011-07-15-11,10201
70.0,250.05897595715336,286.71426282238383,mba2011-07-15-12,10201
80.0,272.9685343444707,247.1952746042615,mba2011-07-15-13,10201
79.0,280.98687978003176,209.39450326518795,mba2011-07-15-1,10201
51.0,256.35910451366567,248.91349148331028,mba2011-07-15-2,10201
47.0,196.22151374695773,238.03145124933457,mba2011-07-15-3,10201
32.0,209.3945098196652,90.8375386108209,mba2011-07-15-3,10201
68.0,301.60548232861737,272.96852778999346,mba2011-07-15-4,10201
67.0,258.6500603523974,211.6854591039197,mba2011-07-15-5,10201
67.0,242.0406305215923,253.49540316077372,mba2011-07-15-6,10201
95.0,202.52164230347,227.14941101535885,mba2011-07-15-7,10201
82.0,237.45871884412887,303.32369265318886,mba2011-07-15-8,10201
80.0,132.6474892221522,228.29488893472472,mba2011-07-15-9,10201
68.0,223.1402448520556,216.2673707813832,mba2011-07-16-1,10201
54.0,200.23068646473823,244.33157980584684,mba2011-07-16-2,10201
64.0,226.00393965047024,204.81259158772448,mba2011-07-16-3,10201
79.0,116.46462487674404,325.1659257938864,mba2011-07-18-10,10230
74.0,195.9134129837834,72.58992778195531,mba2011-07-18-11,10230
50.0,279.5125109173099,107.57111060520396,mba2011-07-18-15,10230
79.0,372.0051299075945,378.5270521344352,mba2011-07-18-1,10230
45.0,430.70236888219824,229.7087997846824,mba2011-07-18-20,10230
96.0,344.1387639297524,421.80885461065816,mba2011-07-18-21,10230
66.0,344.7316653335362,117.057533065746,mba2011-07-18-2,10230
66.0,85.6337518799825,411.1366293425484,mba2011-07-18-3,10230
70.0,415.28693238381743,207.1785464408951,mba2011-07-18-3,10230
98.0,246.3100323054128,376.1554465192997,mba2011-07-18-3,10230
46.0,275.95510249460665,364.2974184436222,mba2011-07-18-4,10230
65.0,366.6690172735396,101.64209656736524,mba2011-07-18-5,10230
100.0,322.36621190040853,112.2972732703507,mba2011-07-30-1,10228
46.0,301.4498628573133,399.8715026706548,mba2011-07-30-2,10228
58.0,162.23168810155516,211.01819833631043,mba2011-07-31-11,10225
71.0,228.8109166344117,128.3681215369023,mba2011-07-31-12,10225
57.0,290.79847423396785,201.260897603047,mba2011-07-31-13,10225
43.0,148.45667530165375,157.06606487003012,mba2011-07-31-1,10225
32.0,92.20870636872324,255.2130310693273,mba2011-07-31-2,10225
65.0,69.62541397781784,344.1387707149704,mba2011-07-31-5,10225
67.0,219.6294691351384,194.7276169614337,mba2011-07-31-6,10225
52.0,159.1535259491831,182.86958888575617,mba2011-07-31-6,10225
73.0,331.5495537670094,240.29010053610085,mba2011-08-01-10,10240
108.0,368.6975395833768,66.86715797895837,mba2011-08-01-12,10240
45.0,446.3413270995208,228.2369643361872,mba2011-08-01-13,10240
86.0,416.4954660330678,104.26184913707488,mba2011-08-01-13,10240
49.0,278.74533803405416,344.17665540202364,mba2011-08-01-13,10240
90.0,64.6586807689205,201.8348564697095,mba2011-08-01-13,10240
72.0,275.8755437007414,169.1192010699438,mba2011-08-01-13,10240
35.0,392.3891936332405,264.39637293592824,mba2011-08-01-13,10240
43.0,69.25035170222095,192.65151460310864,mba2011-08-01-15,10240
48.0,247.7515592342761,443.4715393346459,mba2011-08-01-15,10240
106.0,445.7673682328582,286.20680986910537,mba2011-08-01-16,10240
48.0,268.41407843412816,372.8745987351514,mba2011-08-01-17,10240
89.0,152.47438736829167,350.49020293531174,mba2011-08-01-17,10240
57.0,80.7295290354721,299.9818226690067,mba2011-08-01-18,10240
51.0,217.9056981678232,195.5213089364214,mba2011-08-01-18,10240
88.0,318.92245870043314,382.6318994684149,mba2011-08-01-19,10240
59.0,170.56856184046364,114.05471813453129,mba2011-08-01-1,10240
45.0,202.1864423862912,465.04085950463127,mba2011-08-01-1,10240
89.0,215.22275163497065,161.48108699966835,mba2011-08-01-1,10240
65.0,124.43416936738208,112.1293448439535,mba2011-08-01-1,10240
50.0,256.6595917468444,368.6652875590372,mba2011-08-01-1,10240
28.0,347.620402033561,114.59310873700088,mba2011-08-01-20,10240
96.0,334.41934810032217,357.951668201925,mba2011-08-01-20,10240
108.0,235.1244641676999,383.2058583350775,mba2011-08-01-21,10240
74.0,83.02536450212232,167.97128333661868,mba2011-08-01-2,10240
66.0,399.2767000331911,223.6452934028867,mba2011-08-01-3,10240
85.0,332.123512633672,460.6903053345226,mba2011-08-01-4,10240
90.0,421.0871369663682,371.7266810018263,mba2011-08-01-4,10240
89.0,413.625671699755,98.52226047044928,mba2011-08-01-4,10240
86.0,80.7295290354721,178.87650180320725,mba2011-08-01-5,10240
62.0,211.59215063453505,402.1465009349418,mba2011-08-01-6,10240
50.0,398.128782299866,271.8578382025415,mba2011-08-01-7,10240
33.0,233.4025875677122,137.5514634035032,mba2011-08-01-8,10240
55.0,135.255621368415,234.5505118694753,mba2011-08-01-9,10240
20.0,387.79752269994,371.1527221351637,mba2011-08-01-9,10240
66.0,267.266160700803,52.0315922707822,mba2011-08-01-9,10240
46.0,145.82048529485965,132.64748266767498,mba2011-08-10-11,10224
59.0,314.7784784013248,231.15858373313932,mba2011-08-10-13,10224
41.0,251.20445387651924,299.8872588950913,mba2011-08-10-14,10224
89.0,215.6946383761774,226.00393309599303,mba2011-08-10-15,10224
53.0,285.56879145749525,225.43119413631007,mba2011-08-10-16,10224
81.0,108.0197139557861,371.47962885545786,mba2011-08-10-17,10224
86.0,380.643458764862,53.03676727174735,mba2011-08-10-17,10224
41.0,297.59630961083684,223.14023829757832,mba2011-08-10-19,10224
59.0,313.63300048195896,202.5216357489928,mba2011-08-10-1,10224
22.0,255.21362659429977,242.613362926798,mba2011-08-10-21,10224
66.0,261.5137551508121,267.24113819316415,mba2011-08-10-22,10224
58.0,269.53210058637313,254.6408810801396,mba2011-08-10-23,10224
50.0,243.18610844095812,233.4495395718712,mba2011-08-10-24,10224
90.0,288.4324862559099,256.35909795918843,mba2011-08-10-25,10224
26.0,264.95018890890964,228.29488893472472,mba2011-08-10-26,10224
