tomo_id,Z,Y,X,voxel_spacing,ori_num_motors,num_motors,ZA,YA,XA,V,VA,motor_z,motor_y,motor_x,motor_zA,motor_yA,motor_xA,motor_zyx,motor_zyxA
tomo_2dd6bd,300,928,928,16.8,0,0,5040.0,15590.400000000001,15590.400000000001,258355200,1225025283686.4001,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_2e1f4c,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,73.0,86.0,334.0,1138.8,1341.6,5210.4,"[[73.0, 86.0, 334.0]]","[[1138.8, 1341.6, 5210.4]]"
tomo_2f3261,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,143.0,458.0,695.0,1873.3,5999.8,9104.5,"[[143.0, 458.0, 695.0]]","[[1873.3, 5999.8, 9104.5]]"
tomo_2fb12d,300,960,928,16.8,0,0,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_2fc82d,300,960,928,16.8,0,0,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_305c97,300,960,928,15.6,1,1,4680.0,14976.0,14476.8,267264000,1014645325824.0,65.0,684.0,410.0,1014.0,10670.4,6396.0,"[[65.0, 684.0, 410.0]]","[[1014.0, 10670.4, 6396.0]]"
tomo_307f33,800,928,960,16.1,0,0,12880.000000000002,14940.800000000001,15456.000000000002,712704000,2974314061824.001,-1.0,-1.0,-1.0,-16.1,-16.1,-16.1,[],[]
tomo_30b580,300,928,928,13.1,1,1,3930.0,12156.8,12156.8,258355200,580805999923.2,142.0,392.0,575.0,1860.2,5135.2,7532.5,"[[142.0, 392.0, 575.0]]","[[1860.2, 5135.2, 7532.5]]"
tomo_30d4e5,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,175.0,706.0,228.0,2730.0,11013.6,3556.7999999999997,"[[175.0, 706.0, 228.0]]","[[2730.0, 11013.6, 3556.7999999999997]]"
tomo_317656,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,97.0,409.0,758.0,1270.7,5357.9,9929.8,"[[97.0, 409.0, 758.0]]","[[1270.7, 5357.9, 9929.8]]"
tomo_3183d2,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,168.0,136.0,475.0,2620.7999999999997,2121.6,7410.0,"[[168.0, 136.0, 475.0]]","[[2620.7999999999997, 2121.6, 7410.0]]"
tomo_319f79,500,928,960,13.1,1,1,6550.0,12156.8,12576.0,445440000,1001389655040.0,195.0,243.0,380.0,2554.5,3183.2999999999997,4978.0,"[[195.0, 243.0, 380.0]]","[[2554.5, 3183.2999999999997, 4978.0]]"
tomo_3264bc,300,928,928,16.8,0,0,5040.0,15590.400000000001,15590.400000000001,258355200,1225025283686.4001,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_32aaa7,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,156.0,526.0,641.0,2043.6,6890.599999999999,8397.1,"[[156.0, 526.0, 641.0]]","[[2043.6, 6890.599999999999, 8397.1]]"
tomo_331130,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,106.0,553.0,323.0,1388.6,7244.3,4231.3,"[[106.0, 553.0, 323.0]]","[[1388.6, 7244.3, 4231.3]]"
tomo_35ec84,800,928,960,16.1,0,0,12880.000000000002,14940.800000000001,15456.000000000002,712704000,2974314061824.001,-1.0,-1.0,-1.0,-16.1,-16.1,-16.1,[],[]
tomo_369cce,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,95.0,361.0,268.0,1244.5,4729.099999999999,3510.7999999999997,"[[95.0, 361.0, 268.0]]","[[1244.5, 4729.099999999999, 3510.7999999999997]]"
tomo_37076e,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,131.0,379.0,298.0,1716.1,4964.9,3903.7999999999997,"[[131.0, 379.0, 298.0]]","[[1716.1, 4964.9, 3903.7999999999997]]"
tomo_372690,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_372a5c,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,179.0,730.0,406.0,2792.4,11388.0,6333.599999999999,"[[179.0, 730.0, 406.0]]","[[2792.4, 11388.0, 6333.599999999999]]"
tomo_374ca7,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_375513,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,204.0,577.0,228.0,2672.4,7558.7,2986.7999999999997,"[[204.0, 577.0, 228.0]]","[[2672.4, 7558.7, 2986.7999999999997]]"
tomo_378f43,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,166.0,763.0,526.0,2174.6,9995.3,6890.599999999999,"[[166.0, 763.0, 526.0]]","[[2174.6, 9995.3, 6890.599999999999]]"
tomo_37c426,600,960,928,15.6,0,0,9360.0,14976.0,14476.8,534528000,2029290651648.0,-1.0,-1.0,-1.0,-15.6,-15.6,-15.6,[],[]
tomo_37dd38,500,924,956,19.7,3,3,9850.0,18202.8,18833.2,441672000,3376747183656.0,200.0,321.0,602.0,3940.0,6323.7,11859.4,"[[200.0, 321.0, 602.0], [162.0, 100.0, 662.0], [184.0, 303.0, 593.0]]","[[3940.0, 6323.7, 11859.4], [3191.4, 1970.0, 13041.4], [3624.7999999999997, 5969.099999999999, 11682.1]]"
tomo_381add,500,924,956,19.7,2,2,9850.0,18202.8,18833.2,441672000,3376747183656.0,219.0,625.0,862.0,4314.3,12312.5,16981.399999999998,"[[219.0, 625.0, 862.0], [209.0, 596.0, 871.0]]","[[4314.3, 12312.5, 16981.399999999998], [4117.3, 11741.199999999999, 17158.7]]"
tomo_385eb6,300,960,928,16.8,0,0,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_38c2a6,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,251.0,687.0,200.0,3288.1,8999.699999999999,2620.0,"[[251.0, 687.0, 200.0]]","[[3288.1, 8999.699999999999, 2620.0]]"
tomo_38d285,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_399bd9,300,928,928,13.1,1,1,3930.0,12156.8,12156.8,258355200,580805999923.2,126.0,509.0,366.0,1650.6,6667.9,4794.599999999999,"[[126.0, 509.0, 366.0]]","[[1650.6, 6667.9, 4794.599999999999]]"
tomo_39b15b,500,924,956,16.1,0,0,8050.000000000001,14876.400000000001,15391.600000000002,441672000,1843221365832.0007,-1.0,-1.0,-1.0,-16.1,-16.1,-16.1,[],[]
tomo_3a0914,800,928,960,16.1,0,0,12880.000000000002,14940.800000000001,15456.000000000002,712704000,2974314061824.001,-1.0,-1.0,-1.0,-16.1,-16.1,-16.1,[],[]
tomo_3a3519,300,960,928,15.6,0,0,4680.0,14976.0,14476.8,267264000,1014645325824.0,-1.0,-1.0,-1.0,-15.6,-15.6,-15.6,[],[]
tomo_3a6a9d,500,1024,1440,13.3,0,0,6650.0,13619.2,19152.0,737280000,1734552207360.0,-1.0,-1.0,-1.0,-13.3,-13.3,-13.3,[],[]
tomo_3a8480,500,924,956,19.7,2,2,9850.0,18202.8,18833.2,441672000,3376747183656.0,223.0,460.0,896.0,4393.099999999999,9062.0,17651.2,"[[223.0, 460.0, 896.0], [212.0, 482.0, 872.0]]","[[4393.099999999999, 9062.0, 17651.2], [4176.4, 9495.4, 17178.399999999998]]"
tomo_3b1cc9,300,960,928,13.1,0,1,3930.0,12576.0,12156.8,267264000,600833793024.0,190.0,463.5,258.5,2489.0,6071.849999999999,3386.35,"[[190.0, 463.5, 258.5]]","[[2489.0, 6071.849999999999, 3386.35]]"
tomo_3b7a22,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_3b8291,500,924,956,19.7,0,0,9850.0,18202.8,18833.2,441672000,3376747183656.0,-1.0,-1.0,-1.0,-19.7,-19.7,-19.7,[],[]
tomo_3b83c7,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,162.0,181.0,613.0,2122.2,2371.1,8030.3,"[[162.0, 181.0, 613.0]]","[[2122.2, 2371.1, 8030.3]]"
tomo_3c6038,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,99.0,324.0,156.0,1544.3999999999999,5054.4,2433.6,"[[99.0, 324.0, 156.0]]","[[1544.3999999999999, 5054.4, 2433.6]]"
tomo_3e6ead,300,960,928,16.8,0,0,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_3e7407,500,924,956,19.7,4,4,9850.0,18202.8,18833.2,441672000,3376747183656.0,265.0,349.0,736.0,5220.5,6875.3,14499.199999999999,"[[265.0, 349.0, 736.0], [231.0, 341.0, 699.0], [257.0, 348.0, 692.0], [241.0, 350.0, 725.0]]","[[5220.5, 6875.3, 14499.199999999999], [4550.7, 6717.7, 13770.3], [5062.9, 6855.599999999999, 13632.4], [4747.7, 6895.0, 14282.5]]"
tomo_3e7783,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,186.0,531.0,617.0,2436.6,6956.099999999999,8082.7,"[[186.0, 531.0, 617.0]]","[[2436.6, 6956.099999999999, 8082.7]]"
tomo_3eb9c8,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,150.0,411.0,416.0,1965.0,5384.099999999999,5449.599999999999,"[[150.0, 411.0, 416.0]]","[[1965.0, 5384.099999999999, 5449.599999999999]]"
tomo_401341,300,960,928,13.1,1,2,3930.0,12576.0,12156.8,267264000,600833793024.0,166.0,612.0,722.0,2174.6,8017.2,9458.199999999999,"[[166.0, 612.0, 722.0], [190.0, 82.5625, 786.0]]","[[2174.6, 8017.2, 9458.199999999999], [2489.0, 1081.56875, 10296.6]]"
tomo_4077d8,300,928,928,15.6,1,1,4680.0,14476.8,14476.8,258355200,980823814963.2,73.0,100.0,225.0,1138.8,1560.0,3510.0,"[[73.0, 100.0, 225.0]]","[[1138.8, 1560.0, 3510.0]]"
tomo_40b215,500,924,956,16.1,0,0,8050.000000000001,14876.400000000001,15391.600000000002,441672000,1843221365832.0007,-1.0,-1.0,-1.0,-16.1,-16.1,-16.1,[],[]
tomo_4102f1,300,928,928,15.6,1,1,4680.0,14476.8,14476.8,258355200,980823814963.2,149.0,820.0,485.0,2324.4,12792.0,7566.0,"[[149.0, 820.0, 485.0]]","[[2324.4, 12792.0, 7566.0]]"
tomo_412d88,300,928,928,15.6,1,1,4680.0,14476.8,14476.8,258355200,980823814963.2,89.0,103.0,272.0,1388.3999999999999,1606.8,4243.2,"[[89.0, 103.0, 272.0]]","[[1388.3999999999999, 1606.8, 4243.2]]"
tomo_417e5f,300,960,928,15.6,1,1,4680.0,14976.0,14476.8,267264000,1014645325824.0,216.0,447.0,556.0,3369.6,6973.2,8673.6,"[[216.0, 447.0, 556.0]]","[[3369.6, 6973.2, 8673.6]]"
tomo_41ea80,500,1024,1440,13.3,0,0,6650.0,13619.2,19152.0,737280000,1734552207360.0,-1.0,-1.0,-1.0,-13.3,-13.3,-13.3,[],[]
tomo_423d52,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,154.0,444.0,456.0,2017.3999999999999,5816.4,5973.599999999999,"[[154.0, 444.0, 456.0]]","[[2017.3999999999999, 5816.4, 5973.599999999999]]"
tomo_444829,300,928,928,13.1,1,1,3930.0,12156.8,12156.8,258355200,580805999923.2,112.0,786.0,641.0,1467.2,10296.6,8397.1,"[[112.0, 786.0, 641.0]]","[[1467.2, 10296.6, 8397.1]]"
tomo_4469a7,300,960,928,16.8,0,0,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_4555b6,500,924,956,19.7,1,1,9850.0,18202.8,18833.2,441672000,3376747183656.0,190.0,403.0,853.0,3743.0,7939.099999999999,16804.1,"[[190.0, 403.0, 853.0]]","[[3743.0, 7939.099999999999, 16804.1]]"
tomo_455dcd,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,36.0,660.0,535.0,471.59999999999997,8646.0,7008.5,"[[36.0, 660.0, 535.0]]","[[471.59999999999997, 8646.0, 7008.5]]"
tomo_46250a,300,928,928,15.6,1,1,4680.0,14476.8,14476.8,258355200,980823814963.2,170.0,168.0,336.0,2652.0,2620.7999999999997,5241.599999999999,"[[170.0, 168.0, 336.0]]","[[2652.0, 2620.7999999999997, 5241.599999999999]]"
tomo_464108,800,928,928,13.1,0,1,10480.0,12156.8,12156.8,688947200,1548815999795.1997,278.0,561.5,336.5,3641.7999999999997,7355.65,4408.15,"[[278.0, 561.5, 336.5]]","[[3641.7999999999997, 7355.65, 4408.15]]"
tomo_466489,300,960,928,16.8,0,1,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,186.125,407.0,681.5,3126.9,6837.6,11449.2,"[[186.125, 407.0, 681.5]]","[[3126.9, 6837.6, 11449.2]]"
tomo_47ac94,300,960,928,15.6,0,2,4680.0,14976.0,14476.8,267264000,1014645325824.0,85.625,570.0,463.0,1335.75,8892.0,7222.8,"[[85.625, 570.0, 463.0], [159.5, 537.0, 143.125]]","[[1335.75, 8892.0, 7222.8], [2488.2, 8377.199999999999, 2232.75]]"
tomo_47c399,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,168.0,177.0,438.0,2200.7999999999997,2318.7,5737.8,"[[168.0, 177.0, 438.0]]","[[2200.7999999999997, 2318.7, 5737.8]]"
tomo_47d380,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_48dc93,500,924,956,19.7,2,2,9850.0,18202.8,18833.2,441672000,3376747183656.0,208.0,712.0,483.0,4097.599999999999,14026.4,9515.1,"[[208.0, 712.0, 483.0], [194.0, 706.0, 508.0]]","[[4097.599999999999, 14026.4, 9515.1], [3821.7999999999997, 13908.199999999999, 10007.6]]"
tomo_4925ee,300,960,928,19.2,0,0,5760.0,18432.0,17817.6,267264000,1891664658431.9998,-1.0,-1.0,-1.0,-19.2,-19.2,-19.2,[],[]
tomo_493bea,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,170.0,380.0,136.0,2227.0,4978.0,1781.6,"[[170.0, 380.0, 136.0]]","[[2227.0, 4978.0, 1781.6]]"
tomo_49725c,300,959,928,15.6,2,2,4680.0,14960.4,14476.8,266985600,1013588403609.6,150.0,624.0,739.0,2340.0,9734.4,11528.4,"[[150.0, 624.0, 739.0], [109.0, 186.0, 166.0]]","[[2340.0, 9734.4, 11528.4], [1700.3999999999999, 2901.6, 2589.6]]"
tomo_499ee0,300,960,928,16.8,0,0,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_49f4ee,300,928,928,13.1,1,1,3930.0,12156.8,12156.8,258355200,580805999923.2,166.0,670.0,413.0,2174.6,8777.0,5410.3,"[[166.0, 670.0, 413.0]]","[[2174.6, 8777.0, 5410.3]]"
tomo_4b124b,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,111.0,505.0,452.0,1454.1,6615.5,5921.2,"[[111.0, 505.0, 452.0]]","[[1454.1, 6615.5, 5921.2]]"
tomo_4b59a2,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,156.0,491.0,738.0,2043.6,6432.099999999999,9667.8,"[[156.0, 491.0, 738.0]]","[[2043.6, 6432.099999999999, 9667.8]]"
tomo_4baff0,500,924,956,16.1,0,1,8050.000000000001,14876.400000000001,15391.600000000002,441672000,1843221365832.0007,162.5,281.75,814.5,2616.2500000000005,4536.175,13113.45,"[[162.5, 281.75, 814.5]]","[[2616.2500000000005, 4536.175, 13113.45]]"
tomo_4c1ca8,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_4c2e4e,300,960,928,16.8,0,0,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,-1.0,-1.0,-1.0,-16.8,-16.8,-16.8,[],[]
tomo_4d528f,800,928,960,16.1,0,1,12880.000000000002,14940.800000000001,15456.000000000002,712704000,2974314061824.001,377.25,313.5,814.5,6073.725,5047.35,13113.45,"[[377.25, 313.5, 814.5]]","[[6073.725, 5047.35, 13113.45]]"
tomo_4e1b18,500,924,956,19.7,0,3,9850.0,18202.8,18833.2,441672000,3376747183656.0,230.125,132.75,158.75,4533.4625,2615.1749999999997,3127.375,"[[230.125, 132.75, 158.75], [236.625, 145.75, 119.6875], [217.125, 555.0, 847.5]]","[[4533.4625, 2615.1749999999997, 3127.375], [4661.5125, 2871.275, 2357.84375], [4277.3625, 10933.5, 16695.75]]"
tomo_4e38b8,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,209.0,753.0,370.0,3260.4,11746.8,5772.0,"[[209.0, 753.0, 370.0]]","[[3260.4, 11746.8, 5772.0]]"
tomo_4e3e37,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_4e41c2,800,927,959,13.1,0,0,10480.0,12143.699999999999,12562.9,711194400,1598829729890.3997,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_4e478f,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,117.0,467.0,156.0,1825.2,7285.2,2433.6,"[[117.0, 467.0, 156.0]]","[[1825.2, 7285.2, 2433.6]]"
tomo_4ed9de,300,960,928,15.6,1,1,4680.0,14976.0,14476.8,267264000,1014645325824.0,173.0,724.0,717.0,2698.7999999999997,11294.4,11185.199999999999,"[[173.0, 724.0, 717.0]]","[[2698.7999999999997, 11294.4, 11185.199999999999]]"
tomo_4ee35e,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,157.0,670.0,300.0,2449.2,10452.0,4680.0,"[[157.0, 670.0, 300.0]]","[[2449.2, 10452.0, 4680.0]]"
tomo_4f379f,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,124.0,535.0,151.0,1934.3999999999999,8346.0,2355.6,"[[124.0, 535.0, 151.0]]","[[1934.3999999999999, 8346.0, 2355.6]]"
tomo_4f5a7b,300,960,928,13.1,0,1,3930.0,12576.0,12156.8,267264000,600833793024.0,170.5,512.5,796.0,2233.5499999999997,6713.75,10427.6,"[[170.5, 512.5, 796.0]]","[[2233.5499999999997, 6713.75, 10427.6]]"
tomo_507b7a,500,928,960,13.1,2,2,6550.0,12156.8,12576.0,445440000,1001389655040.0,451.0,561.0,366.0,5908.099999999999,7349.099999999999,4794.599999999999,"[[451.0, 561.0, 366.0], [427.0, 384.0, 353.0]]","[[5908.099999999999, 7349.099999999999, 4794.599999999999], [5593.7, 5030.4, 4624.3]]"
tomo_50cbd9,800,928,960,13.1,0,1,10480.0,12156.8,12576.0,712704000,1602223448063.9998,346.25,629.5,688.5,4535.875,8246.449999999999,9019.35,"[[346.25, 629.5, 688.5]]","[[4535.875, 8246.449999999999, 9019.35]]"
tomo_50f0bf,500,924,956,16.1,0,1,8050.000000000001,14876.400000000001,15391.600000000002,441672000,1843221365832.0007,218.125,265.75,711.0,3511.8125000000005,4278.575000000001,11447.1,"[[218.125, 265.75, 711.0]]","[[3511.8125000000005, 4278.575000000001, 11447.1]]"
tomo_510f4e,300,928,928,16.8,1,1,5040.0,15590.400000000001,15590.400000000001,258355200,1225025283686.4001,191.0,236.0,381.0,3208.8,3964.8,6400.8,"[[191.0, 236.0, 381.0]]","[[3208.8, 3964.8, 6400.8]]"
tomo_512f98,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_513010,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,128.0,150.0,499.0,1676.8,1965.0,6536.9,"[[128.0, 150.0, 499.0]]","[[1676.8, 1965.0, 6536.9]]"
tomo_516cdd,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,187.0,739.0,181.0,2917.2,11528.4,2823.6,"[[187.0, 739.0, 181.0]]","[[2917.2, 11528.4, 2823.6]]"
tomo_517f70,300,928,928,13.1,1,1,3930.0,12156.8,12156.8,258355200,580805999923.2,66.0,325.0,392.0,864.6,4257.5,5135.2,"[[66.0, 325.0, 392.0]]","[[864.6, 4257.5, 5135.2]]"
tomo_518a1f,300,960,928,15.6,1,1,4680.0,14976.0,14476.8,267264000,1014645325824.0,108.0,564.0,683.0,1684.8,8798.4,10654.8,"[[108.0, 564.0, 683.0]]","[[1684.8, 8798.4, 10654.8]]"
tomo_51a47f,300,960,928,15.6,1,1,4680.0,14976.0,14476.8,267264000,1014645325824.0,112.0,302.0,207.0,1747.2,4711.2,3229.2,"[[112.0, 302.0, 207.0]]","[[1747.2, 4711.2, 3229.2]]"
tomo_51a77e,500,928,960,13.1,0,0,6550.0,12156.8,12576.0,445440000,1001389655040.0,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_5308e8,800,928,960,16.1,0,1,12880.000000000002,14940.800000000001,15456.000000000002,712704000,2974314061824.001,337.5,711.0,424.75,5433.750000000001,11447.1,6838.475,"[[337.5, 711.0, 424.75]]","[[5433.750000000001, 11447.1, 6838.475]]"
tomo_532d49,300,960,928,15.6,1,1,4680.0,14976.0,14476.8,267264000,1014645325824.0,47.0,517.0,252.0,733.1999999999999,8065.2,3931.2,"[[47.0, 517.0, 252.0]]","[[733.1999999999999, 8065.2, 3931.2]]"
tomo_539259,300,960,928,16.8,1,1,5040.0,16128.0,15590.400000000001,267264000,1267267534848.0,152.0,503.0,613.0,2553.6,8450.4,10298.4,"[[152.0, 503.0, 613.0]]","[[2553.6, 8450.4, 10298.4]]"
tomo_53c71b,800,928,960,13.1,0,1,10480.0,12156.8,12576.0,712704000,1602223448063.9998,405.0,278.0,512.5,5305.5,3641.7999999999997,6713.75,"[[405.0, 278.0, 512.5]]","[[5305.5, 3641.7999999999997, 6713.75]]"
tomo_53e048,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,190.0,666.0,542.0,2489.0,8724.6,7100.2,"[[190.0, 666.0, 542.0]]","[[2489.0, 8724.6, 7100.2]]"
tomo_54e1a7,300,928,928,16.8,0,1,5040.0,15590.400000000001,15590.400000000001,258355200,1225025283686.4001,193.75,856.5,597.5,3255.0,14389.2,10038.0,"[[193.75, 856.5, 597.5]]","[[3255.0, 14389.2, 10038.0]]"
tomo_556257,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,123.0,210.0,434.0,1918.8,3276.0,6770.4,"[[123.0, 210.0, 434.0]]","[[1918.8, 3276.0, 6770.4]]"
tomo_568537,300,960,928,13.1,1,1,3930.0,12576.0,12156.8,267264000,600833793024.0,215.0,531.0,386.0,2816.5,6956.099999999999,5056.599999999999,"[[215.0, 531.0, 386.0]]","[[2816.5, 6956.099999999999, 5056.599999999999]]"
tomo_569981,800,928,928,13.1,0,1,10480.0,12156.8,12156.8,688947200,1548815999795.1997,444.0,414.75,356.25,5816.4,5433.224999999999,4666.875,"[[444.0, 414.75, 356.25]]","[[5816.4, 5433.224999999999, 4666.875]]"
tomo_56b9a3,300,928,928,13.1,1,1,3930.0,12156.8,12156.8,258355200,580805999923.2,60.0,299.0,498.0,786.0,3916.9,6523.8,"[[60.0, 299.0, 498.0]]","[[786.0, 3916.9, 6523.8]]"
tomo_57592d,300,928,928,15.6,1,1,4680.0,14476.8,14476.8,258355200,980823814963.2,174.0,904.0,560.0,2714.4,14102.4,8736.0,"[[174.0, 904.0, 560.0]]","[[2714.4, 14102.4, 8736.0]]"
tomo_5764d6,500,928,960,13.1,1,1,6550.0,12156.8,12576.0,445440000,1001389655040.0,92.0,679.0,580.0,1205.2,8894.9,7598.0,"[[92.0, 679.0, 580.0]]","[[1205.2, 8894.9, 7598.0]]"
tomo_57c814,300,928,928,13.1,1,1,3930.0,12156.8,12156.8,258355200,580805999923.2,168.0,359.0,402.0,2200.7999999999997,4702.9,5266.2,"[[168.0, 359.0, 402.0]]","[[2200.7999999999997, 4702.9, 5266.2]]"
tomo_5984bf,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_59b470,300,960,928,15.6,1,1,4680.0,14976.0,14476.8,267264000,1014645325824.0,139.0,152.0,631.0,2168.4,2371.2,9843.6,"[[139.0, 152.0, 631.0]]","[[2168.4, 2371.2, 9843.6]]"
tomo_5b087f,300,959,928,15.6,1,1,4680.0,14960.4,14476.8,266985600,1013588403609.6,159.0,252.0,373.0,2480.4,3931.2,5818.8,"[[159.0, 252.0, 373.0]]","[[2480.4, 3931.2, 5818.8]]"
tomo_5b34b2,300,960,928,13.1,1,2,3930.0,12576.0,12156.8,267264000,600833793024.0,112.0,613.0,233.0,1467.2,8030.3,3052.2999999999997,"[[112.0, 613.0, 233.0], [63.0, 463.5, 297.5]]","[[1467.2, 8030.3, 3052.2999999999997], [825.3, 6071.849999999999, 3897.25]]"
tomo_5b359d,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_5b8db4,800,928,960,13.1,0,0,10480.0,12156.8,12576.0,712704000,1602223448063.9998,-1.0,-1.0,-1.0,-13.1,-13.1,-13.1,[],[]
tomo_5ba0cf,500,924,956,19.7,2,2,9850.0,18202.8,18833.2,441672000,3376747183656.0,217.0,627.0,315.0,4274.9,12351.9,6205.5,"[[217.0, 627.0, 315.0], [221.0, 653.0, 333.0]]","[[4274.9, 12351.9, 6205.5], [4353.7, 12864.1, 6560.099999999999]]"
tomo_5bb31c,800,928,928,19.3,0,0,15440.0,17910.4,17910.4,688947200,4952880690790.4,-1.0,-1.0,-1.0,-19.3,-19.3,-19.3,[],[]
tomo_5d01e8,500,1024,1440,13.3,0,0,6650.0,13619.2,19152.0,737280000,1734552207360.0,-1.0,-1.0,-1.0,-13.3,-13.3,-13.3,[],[]
tomo_5d4c65,500,928,960,13.1,4,4,6550.0,12156.8,12576.0,445440000,1001389655040.0,190.0,601.0,652.0,2489.0,7873.099999999999,8541.199999999999,"[[190.0, 601.0, 652.0], [180.0, 770.0, 483.0], [187.0, 392.0, 902.0], [145.0, 505.0, 794.0]]","[[2489.0, 7873.099999999999, 8541.199999999999], [2358.0, 10087.0, 6327.3], [2449.7, 5135.2, 11816.199999999999], [1899.5, 6615.5, 10401.4]]"
